City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nova vicosa,-17.8919,-39.3719,24.84,85,93,8.89,BR,1693013943
366,wawa,9.9022,4.4192,23.48,91,99,2.11,NG,1693013944
367,lipsko,51.3396,12.3713,22.48,89,0,4.12,DE,1693013945
368,luwuk,-0.9516,122.7875,27.18,77,64,3.85,ID,1693013946
369,akjoujt,19.6969,-14.4164,33.63,37,95,5.83,MR,1693013948
370,jindrichuv hradec,49.144,15.003,21.99,88,61,0.71,CZ,1693013949
371,tsiombe,-25.3,45.4833,20.12,67,0,3.2,MG,1693013950
372,hujra shah muqim,30.7418,73.8236,28.95,60,5,3.27,PK,1693013951
373,sitia,35.2,26.0986,26.1,72,0,5.06,GR,1693013952
374,lorengau,-2.0226,147.2712,27.77,83,11,4.75,PG,1693013953
375,manta,-0.95,-80.7333,25.88,78,75,7.6,EC,1693013955
376,tabora,-5.0167,32.8,20.19,55,5,2.8,TZ,1693013956
377,irituia,-1.7711,-47.4381,23.76,85,6,2.07,BR,1693013957
378,flin flon,54.7682,-101.865,14.7,64,0,2.06,CA,1693013959
379,beboto,8.2668,16.939,22.06,97,100,1.39,TD,1693013960
380,angaur state,6.906,134.13,28.27,80,6,6.92,PW,1693013961
381,urmary,55.6789,47.944,10.54,65,100,2.51,RU,1693013962
382,phang nga,8.4509,98.5298,27.02,68,1,1.89,TH,1693013943
383,nguigmi,14.2495,13.1092,29.01,58,13,3.77,NE,1693013965
384,antsiranana,-12.2787,49.2917,22.39,78,8,7.03,MG,1693013966
385,fada,9.5667,8.3,19.68,98,100,1.04,NG,1693013967
386,nelson,-41.2833,173.2833,13.49,71,9,2.62,NZ,1693013790
387,boca do acre,-8.7522,-67.3978,25.71,64,2,1.07,BR,1693013969
388,ghat,24.9647,10.1728,31.28,20,26,1.05,LY,1693013970
389,mbandaka,0.0487,18.2603,20.34,90,100,0.89,CD,1693013971
390,aqaba,29.5267,35.0078,27.92,57,0,4.12,JO,1693013974
391,borovskoy,53.8,64.15,11.09,76,100,3.14,KZ,1693013975
392,chui,-33.6971,-53.4616,5.94,79,0,3.27,UY,1693013976
393,loikaw,19.6742,97.2094,22.84,86,99,1.9,MM,1693013977
394,nadym,65.5333,72.5167,8.51,87,100,4.35,RU,1693013978
395,crane,31.3974,-102.3501,31.23,32,2,4.56,US,1693013980
396,tomatlan,19.9333,-105.25,26.4,87,95,1.44,MX,1693013981
397,kavieng,-2.5744,150.7967,28.13,74,16,3.24,PG,1693013982
398,quatre cocos,-20.2078,57.7625,22.83,73,5,6.5,MU,1693013983
399,abepura,-2.6333,140.5833,25.45,89,40,0.0,ID,1693013984
400,fortuna,40.5982,-124.1573,18.29,86,100,5.14,US,1693013985
401,bodo,67.28,14.405,14.87,80,0,7.72,NO,1693013987
402,suhbaatar,50.2314,106.2078,18.51,63,97,4.81,MN,1693013988
403,al mijlad,11.0333,27.7333,24.99,81,58,4.43,SD,1693013989
404,oranjestad,12.524,-70.027,29.39,89,20,3.09,AW,1693013990
405,bel ombre,-4.6167,55.4167,26.91,78,20,4.12,SC,1693013992
406,selibaby,15.159,-12.1829,29.35,64,8,6.04,MR,1693013993
407,berriane,32.8265,3.7669,30.45,25,0,3.41,DZ,1693013994
408,kerikeri,-35.2268,173.9474,16.62,65,37,0.89,NZ,1693013995
409,mil'kovo,55.6078,37.7956,10.75,77,100,0.98,RU,1693013996
410,vila velha,-20.3297,-40.2925,22.19,97,20,1.54,BR,1693013997
411,cabezon de la sal,43.3089,-4.2302,18.17,90,100,1.17,ES,1693013998
412,altay,47.8667,88.1167,25.81,26,0,0.88,CN,1693013865
413,karlovo,42.6333,24.8,23.67,64,0,0.32,BG,1693014001
414,mukalla,14.5425,49.1242,29.42,73,15,1.65,YE,1693014003
415,ola,59.5833,151.2833,12.86,88,100,3.38,RU,1693014004
416,belmonte,-15.8631,-38.8828,24.75,83,52,7.09,BR,1693014006
417,aspen,39.1911,-106.8175,17.14,82,100,1.54,US,1693014007
418,awjilah,29.1081,21.2869,29.4,36,27,5.58,LY,1693014008
419,tchintabaraden,15.8969,5.7985,29.82,51,43,5.06,NE,1693014009
420,gowurdak,37.8124,66.0466,25.46,29,0,4.88,TM,1693014010
421,leua,48.2156,18.6071,24.16,82,99,2.46,SK,1693014012
422,lepsy,46.235,78.9456,24.02,45,66,1.78,KZ,1693014014
423,arraial do cabo,-22.9661,-42.0278,21.16,93,99,3.48,BR,1693014015
424,njombe,-9.3333,34.7667,11.98,98,84,1.79,TZ,1693014016
425,hammerfest,70.6634,23.6821,6.25,100,20,1.54,NO,1693013990
426,winkler,49.1817,-97.941,17.0,77,84,4.12,CA,1693014019
427,anahuac,27.2333,-100.15,32.54,49,25,7.42,MX,1693014020
428,usakos,-22.0,15.6,10.96,44,18,0.58,NA,1693014021
429,luanda,-8.8368,13.2343,21.0,88,40,2.06,AO,1693013750
430,valparaiso,-33.0393,-71.6273,12.8,66,0,2.57,CL,1693014023
431,mariental,-24.6333,17.9667,7.16,61,100,4.53,NA,1693014026
432,glushkovo,51.3392,34.6328,13.38,88,70,1.65,RU,1693014027
433,isangel,-19.55,169.2667,22.47,57,57,7.31,VU,1693014028
434,bayganin,48.6947,55.8742,13.97,83,100,3.42,KZ,1693014029
435,qarauyl,48.9451,79.255,15.17,66,2,3.64,KZ,1693014030
436,ad darb,17.7229,42.2526,31.89,65,12,1.81,SA,1693014032
437,port macquarie,-31.4333,152.9167,18.83,63,64,2.67,AU,1693013784
438,lethem,3.3803,-59.7968,27.77,57,19,0.75,GY,1693014034
439,carbondale,37.7273,-89.2168,30.16,94,0,1.54,US,1693014035
440,mahbubabad,17.6167,80.0167,26.1,85,92,2.71,IN,1693014037
441,middelburg,-25.7751,29.4648,12.89,38,4,3.14,ZA,1693014038
442,hithadhoo,-0.6,73.0833,28.12,76,29,4.14,MV,1693014040
443,san luis de la loma,17.2706,-100.8939,26.39,84,98,0.44,MX,1693014041
444,rio grande,-32.035,-52.0986,6.64,70,56,1.19,BR,1693014042
445,susanville,40.4163,-120.653,27.91,28,0,4.12,US,1693014044
446,sangmelima,2.9333,11.9833,19.9,99,100,0.92,CM,1693014046
447,morant bay,17.8815,-76.4093,28.79,83,69,1.68,JM,1693014047
448,hirara,24.8,125.2833,31.15,74,40,2.57,JP,1693014049
449,nemuro,43.3236,145.575,21.8,93,63,8.08,JP,1693013961
450,el calafate,-50.3408,-72.2768,-2.27,82,9,1.11,AR,1693014051
451,roma,43.2128,-75.4557,21.64,93,100,3.09,US,1693014053
452,korla,41.7597,86.1469,27.78,20,0,2.02,CN,1693014055
453,brandfort,-28.7001,26.4597,6.67,69,0,1.97,ZA,1693014056
454,sao jose da coroa grande,-8.8978,-35.1478,23.66,76,94,3.63,BR,1693014058
455,north lakhimpur,27.2333,94.1167,25.05,100,100,2.06,IN,1693013985
456,youhao,47.8667,128.8333,16.96,88,100,1.24,CN,1693014060
457,bridgewater,44.3835,-64.5155,18.82,95,97,3.6,CA,1693014061
458,dundalk,39.2507,-76.5205,27.99,83,40,1.34,US,1693014062
459,el granada,37.5027,-122.4694,24.97,78,100,9.77,US,1693014064
460,vallenar,-28.5708,-70.7581,16.79,34,90,0.66,CL,1693014065
461,babu,24.4167,111.5167,29.49,79,93,1.74,CN,1693013926
462,susuman,62.7833,148.1667,9.58,80,100,2.57,RU,1693014068
463,salinas,36.6777,-121.6555,23.88,78,20,4.63,US,1693014069
464,genhe,50.7833,121.5167,18.27,34,100,2.92,CN,1693013979
465,sinop,41.7711,34.8709,17.29,57,0,2.2,TR,1693014072
466,bettiah,26.8,84.5,26.4,88,60,1.38,IN,1693013806
467,sona,45.4388,10.8255,25.88,81,0,1.54,IT,1693014074
468,yakeshi,49.2833,120.7333,15.31,58,100,1.49,CN,1693014075
469,holly springs,35.6513,-78.8336,28.38,82,64,1.48,US,1693014077
470,mohr,54.3528,9.7167,18.95,98,87,1.54,DE,1693014079
471,isla mujeres,21.2311,-86.731,25.09,83,100,6.57,MX,1693014080
472,bhattarai danda,27.8828,83.9314,25.17,88,20,0.21,NP,1693014081
473,tharad,24.3961,71.6267,27.8,63,100,6.12,IN,1693013948
474,oppdal,62.5943,9.6912,11.47,89,100,1.86,NO,1693014083
475,kizner,56.2749,51.508,5.74,96,38,2.02,RU,1693014085
476,fauske,67.2588,15.3918,14.87,79,0,3.53,NO,1693014086
477,fort st. john,56.2499,-120.8529,25.94,25,0,3.6,CA,1693013979
478,podenzano,44.9564,9.685,24.11,61,0,2.05,IT,1693014088
479,zheshart,62.0731,49.5733,7.45,97,100,2.36,RU,1693014090
480,aykhal,66.0,111.5,20.62,50,9,5.7,RU,1693014091
481,alofi,-19.0595,-169.9187,27.94,78,6,3.6,NU,1693014088
482,guntakal junction,15.1667,77.3833,25.53,73,100,4.61,IN,1693014094
483,bambanglipuro,-7.95,110.2833,26.96,64,4,4.52,ID,1693014095
484,west bay,19.3667,-81.4167,29.04,88,20,0.0,KY,1693014097
485,paramonga,-10.6667,-77.8333,19.1,86,33,4.31,PE,1693014098
486,pyay,18.8167,95.2167,27.09,83,100,3.09,MM,1693014099
487,puerto santa,-8.9906,-78.6456,19.34,86,62,4.35,PE,1693014100
488,miles city,46.4083,-105.8406,25.54,33,0,3.09,US,1693014101
489,talara,-4.5772,-81.2719,22.42,83,0,6.3,PE,1693014103
490,dolores,-36.3132,-57.6792,4.39,67,1,2.87,AR,1693014105
491,vaasa,63.096,21.6158,14.47,97,100,2.68,FI,1693014077
492,kyren,51.6828,102.1408,19.69,59,9,0.16,RU,1693014108
493,awsim,30.123,31.1357,27.44,77,0,3.13,EG,1693014109
494,yankton,42.8711,-97.3973,26.14,57,0,4.63,US,1693014110
495,al jawf,29.5,38.75,25.39,50,0,4.44,SA,1693014111
496,picui,-6.5106,-36.3469,19.59,89,9,6.74,BR,1693014112
497,la cruz,23.9167,-106.9,29.1,82,91,2.17,MX,1693014113
498,coahuayana de hidalgo,18.7,-103.6583,26.02,85,83,0.83,MX,1693014115
499,acapulco de juarez,16.8634,-99.8901,27.11,81,60,2.4,MX,1693014116
500,feodosiya,45.0333,35.3833,22.1,64,2,4.03,UA,1693014117
501,sechura,-5.5569,-80.8222,20.58,77,2,6.5,PE,1693014118
502,dauphin,51.1494,-100.0502,15.08,88,0,2.57,CA,1693014119
503,iwanai,42.9744,140.5089,30.14,69,95,4.46,JP,1693013959
504,isna,25.2934,32.554,30.01,21,0,11.12,EG,1693014122
505,conceicao do coite,-11.5639,-39.2828,19.33,88,12,3.62,BR,1693013982
506,christchurch,-43.5333,172.6333,15.23,71,6,5.66,NZ,1693013980
507,holualoa,19.6228,-155.9522,25.91,76,75,3.09,US,1693014126
508,angra do heroismo,38.65,-27.2167,23.34,87,40,0.89,PT,1693014127
509,bikenibeu village,1.3673,173.1241,31.98,66,75,2.57,KI,1693014129
510,nanlong,31.3533,106.0631,20.82,98,100,3.15,CN,1693014130
511,oyama,36.3,139.8,33.1,46,3,1.68,JP,1693014131
512,palikir - national government center,6.9248,158.1611,27.6,77,32,3.96,FM,1693014132
513,manali,13.1667,80.2667,28.05,87,100,6.67,IN,1693014135
514,whitby,54.4877,-0.615,11.32,89,21,1.34,GB,1693014136
515,severodvinsk,64.5635,39.8302,9.62,81,100,4.71,RU,1693014135
516,bibbiena,43.6965,11.8135,17.16,68,0,0.72,IT,1693014138
517,birjand,32.8663,59.2211,16.26,29,0,3.09,IR,1693014139
518,rajgarh,28.6333,75.3833,28.71,58,10,6.39,IN,1693014140
519,suva,-18.1416,178.4415,24.71,73,75,3.09,FJ,1693014141
520,itoman,26.1247,127.6694,31.43,79,75,1.03,JP,1693014143
521,cambria,35.5641,-121.0808,25.69,84,17,2.68,US,1693014144
522,thoen,17.6129,99.2161,26.77,81,91,1.61,TH,1693014145
523,bure,10.7,37.0667,12.81,93,100,1.47,ET,1693014146
524,abra pampa,-22.7205,-65.697,8.27,7,12,3.38,AR,1693014148
525,abashiri,44.0213,144.2697,33.16,62,20,7.72,JP,1693013928
526,smara,26.7384,-11.6719,27.93,48,88,4.82,EH,1693014151
527,barah,13.7,30.3667,27.36,62,100,13.01,SD,1693014152
528,lerwick,60.1545,-1.1494,13.0,95,100,5.98,GB,1693014153
529,borcka,41.3632,41.6765,20.2,84,10,2.32,TR,1693014154
530,shakawe,-18.3667,21.85,18.68,23,0,0.78,BW,1693014155
531,siwa oasis,29.2041,25.5195,30.26,34,0,4.17,EG,1693014157
532,san-pedro,4.7485,-6.6363,23.87,94,85,2.45,CI,1693014158
533,chaman,30.9236,66.4512,24.58,19,1,2.23,PK,1693014159
534,tashtyp,52.7939,89.8983,18.07,87,100,1.86,RU,1693014160
535,callao,-12.0667,-77.15,20.95,73,100,4.63,PE,1693014161
536,krasnyy chikoy,50.3643,108.7512,16.41,68,90,0.77,RU,1693014163
537,conception bay south,47.4999,-52.9981,13.29,93,7,2.35,CA,1693014164
538,kudahuvadhoo,2.6708,72.8944,28.38,72,33,4.11,MV,1693014165
539,bandundu,-3.3167,17.3667,25.21,75,98,1.72,CD,1693014166
540,an nimas,19.1455,42.1201,20.46,31,10,1.29,SA,1693014167
541,chernyshevsk,52.5243,117.0174,20.47,43,7,1.83,RU,1693014169
542,fort mcmurray,56.7268,-111.381,22.77,49,0,3.6,CA,1693014170
543,chinchilla,-26.75,150.6333,22.33,39,0,2.18,AU,1693013990
544,dwarka,22.2394,68.9678,26.74,81,100,7.15,IN,1693013945
545,mudurnu,40.473,31.2076,18.19,61,0,1.35,TR,1693014173
546,tarija,-21.5355,-64.7296,10.95,71,4,3.09,BO,1693014174
547,orvieto,42.7195,12.1116,23.4,65,0,0.72,IT,1693014175
548,meadow lakes,61.6247,-149.6011,17.63,84,0,1.54,US,1693014177
549,filadelfia,39.9523,-75.1638,26.11,87,18,1.98,US,1693014009
550,laguna,38.421,-121.4238,34.19,34,0,4.12,US,1693014180
551,la passe,45.5549,-0.8967,18.32,77,3,2.89,FR,1693014181
552,shipunovo,52.1582,82.2173,14.85,67,4,3.38,RU,1693014182
553,roccella ionica,38.322,16.4009,25.95,66,5,2.38,IT,1693014184
554,kabansk,52.0486,106.6528,21.34,54,98,2.21,RU,1693014185
555,sanctuary point,-35.1114,150.629,17.33,59,0,2.96,AU,1693014186
556,basco,20.4487,121.9702,28.75,77,100,9.92,PH,1693014187
557,puerto esperanza,-26.0152,-54.6731,17.02,63,5,2.7,AR,1693014185
558,cheremukhovo,60.3484,59.9851,7.21,85,100,2.38,RU,1693014190
559,tadine,-21.55,167.8833,21.67,57,14,7.23,NC,1693014191
560,kenai,60.5544,-151.2583,14.05,94,100,3.6,US,1693014192
561,higuera de zaragoza,25.95,-109.2833,30.59,64,38,1.72,MX,1693014193
562,ambalangoda,6.2355,80.0538,27.53,78,100,2.86,LK,1693014194
563,ringkobing,56.0901,8.244,12.79,80,21,2.13,DK,1693014096
564,lae,-6.7221,146.9847,24.37,84,98,1.38,PG,1693014197
565,padre las casas,18.7317,-70.9392,22.43,96,100,0.97,DO,1693014198
566,chabahar,25.2919,60.643,26.57,86,99,4.45,IR,1693014199
567,turka,49.1541,23.0297,16.46,87,4,2.18,UA,1693014200
568,merowe,18.4833,31.8167,35.67,13,95,4.8,SD,1693014201
569,wulingyuan,29.3494,110.5441,22.85,97,100,0.93,CN,1693014203
570,puerto deseado,-47.7503,-65.8938,4.17,76,12,6.21,AR,1693014204
571,constitucion,-35.3333,-72.4167,8.31,82,51,2.86,CL,1693014205
572,south hedland,-20.4089,118.5983,30.96,8,0,9.26,AU,1693014206
573,moree,-29.4667,149.85,22.44,36,99,2.33,AU,1693014003
